,GOROD_RU,GOROD_EN,REGION1_RU,REGION1_EN,REGION2_RU,REGION2_EN,COUNTRY,ZIP_CODE,POPULATION_GROUP1,POPULATION_GROUP2,POPULATION_GROUP3
379,Жалтыр,Zhaltyr,Астраханский РУПС,Astrakhan district,Акмолинская область,Akmola,Казахстан (KZ),020304,Село_не_адм_центр,Village,Village
380,Елтай,Eltai,Индерский РУПС,Inder district,Атырауская область,Atyrau,Казахстан (KZ),060202,Село_не_адм_центр,Village,Village
381,Жанашар,Zhanashar,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040425,Село_не_адм_центр,Village,Village
382,Ленинградское,Leningradskoe,Акжарский РУПС,Akzhar district,Северо-Казахстанская область,North Kazakhstan,Казахстан (KZ),150214,Село_не_адм_центр,Village,Village
383,Чекоман,Chekoman,Семипалатинский РУПС,Semipalatinsk district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071424,Село_не_адм_центр,Village,Village
384,Прапорщиково,Praporshchikovo,Глубоковский РУПС,Glubokoe district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070514,Село_не_адм_центр,Village,Village
385,Ботакара,Botakara,Бухар-Жырауский РУПС,Bukhar-Zhyrau district,Карагандинская область,Karagandy,Казахстан (KZ),100405,Село_адм_центр,Village,Village
386,Аккемер,Akkemer,Мугалжарский РУПС,Mugalzhar district,Актюбинская область,Aktobe,Казахстан (KZ),030702,Село_не_адм_центр,Village,Village
387,Шаган,Shagan,Сырдарьинский РУПС,Syrdariya district,Кызылординская область,Kyzylorda,Казахстан (KZ),120611,Село_не_адм_центр,Village,Village
388,Шульбинск,Shulbinsk,Семипалатинский РУПС,Semipalatinsk district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071426,Село_не_адм_центр,Village,Village
389,Састобе,Sastobe,Тюлькубасский РУПС,Tulkibas district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161311,Село_не_адм_центр,Village,Village
390,Акши,Akshi,Илийский РУПС,Ile district,Алматинская область,Almaty region,Казахстан (KZ),040701,Село_не_адм_центр,Village,Village
391,Карагайлы,Karagaily,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040919,Село_не_адм_центр,Village,Village
392,Акбулым,Akbulym,Жамбылский РУПС,Zhambyl district,Жамбылская область,Zhambyl,Казахстан (KZ),080202,Село_не_адм_центр,Village,Village
393,Кайназар,Kainazar,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040429,Село_не_адм_центр,Village,Village
394,Бескол,Beskol,Алакольский район,Alakol district,Алматинская область,Almaty region,Казахстан (KZ),040209,Село_не_адм_центр,Village,Village
395,Таскескен,Taskesken,Уржарский РУПС,Urzhar district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071729,Село_не_адм_центр,Village,Village
396,Шакпаката,Shakpakata,Жуалынский РУПС,Zhualy district,Жамбылская область,Zhambyl,Казахстан (KZ),080313,Село_не_адм_центр,Village,Village
397,Алгабас,Algabas,Шиелийский РУПС,Shieli district,Кызылординская область,Kyzylorda,Казахстан (KZ),120705,Село_не_адм_центр,Village,Village
398,Алга,Alga,Шуский РУПС,Shu district,Жамбылская область,Zhambyl,Казахстан (KZ),081103,Село_не_адм_центр,Village,Village
399,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080017,Город_уровня_2,Medium_city,Small_city
400,Жамбыл,Zhambyl,Меркенский РУПС,Merke district,Жамбылская область,Zhambyl,Казахстан (KZ),080508,Село_не_адм_центр,Village,Village
401,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050035,Город_значения_РК,Big_city,Big_city
402,Каратал,Karatal,Зайсан,Zaysan district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070706,Село_не_адм_центр,Village,Village
403,Хромтау,Khromtau,Хромтауский РУПС,Khromtau district,Актюбинская область,Aktobe,Казахстан (KZ),031102,Город_уровня_4,Small_city,Small_city
404,Еленовка,Elenovka,Зерендинский РУПС,Zerendi district,Акмолинская область,Akmola,Казахстан (KZ),021212,Село_не_адм_центр,Village,Village
405,Актюбинск,Aktyubinsk,Актюбинский ОФ,Aktobe region,Актюбинская область,Aktobe,Казахстан (KZ),030005,Город_уровня_2,Medium_city,Small_city
406,Казыбек-би,Kazybek-Bi,Жамбылский РУПС,Zhambyl district,Алматинская область,Almaty region,Казахстан (KZ),040613,Село_не_адм_центр,Village,Village
407,Орлы,Orly,Курмангазинский РУПС,Kurmangazy district,Атырауская область,Atyrau,Казахстан (KZ),060410,Село_не_адм_центр,Village,Village
408,Верхнеберезовский,Verkhneberezovsky,Глубоковский РУПС,Glubokoe district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070507,Село_не_адм_центр,Village,Village
409,Акши,Akshi,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040411,Село_не_адм_центр,Village,Village
410,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080004,Город_уровня_2,Medium_city,Small_city
411,Молодежный,Molodezhny,Осакаровский РУПС,Osakarov district,Карагандинская область,Karagandy,Казахстан (KZ),101012,Село_не_адм_центр,Village,Village
412,Караменды,Karamendy,Наурзумский РУПС,Nauyrzym district,Костанайская область,Kostanay,Казахстан (KZ),111400,Село_адм_центр,Village,Village
413,Коргалжын,Korgalzhyn,Коргалжынский РУПС,Korgalzhyn district,город Астана,Astana city,Казахстан (KZ),021300,Село_адм_центр,Village,Village
414,Аманкарагай,Amankaragai,Аулиекольский РУПС,Auliekol district,Костанайская область,Kostanay,Казахстан (KZ),110401,Село_не_адм_центр,Village,Village
415,Солнечный,Solnechny,Экибастузский ГУПС,Ekibastuzsky region,Павлодарская область,Pavlodar,Казахстан (KZ),141216,Село_не_адм_центр,Village,Village
416,Качар,Kachar,Рудненский ГУПС,Rudnensky region,Костанайская область,Kostanay,Казахстан (KZ),111507,Село_не_адм_центр,Village,Village
417,Тюлькубас,Tyulkubas,Тюлькубасский РУПС,Tulkibas district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161313,Село_не_адм_центр,Village,Village
418,Пресновка,Presnovka,Жамбылский РУПС,Zhambyl district,Северо-Казахстанская область,North Kazakhstan,Казахстан (KZ),150600,Село_адм_центр,Village,Village
419,Осакаровка,Osakarovka,Осакаровский РУПС,Osakarov district,Карагандинская область,Karagandy,Казахстан (KZ),101000,Село_адм_центр,Village,Village
420,Серебрянск,Serebryansk,Зыряновский РУПС,Zyryanovsk district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070825,Город_уровня_3,Small_city,Small_city
421,Жибек жолы,Zhibek Zholy,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160914,Село_не_адм_центр,Village,Village
422,Астраханка,Astrakhanka,Астраханский РУПС,Astrakhan district,Акмолинская область,Akmola,Казахстан (KZ),020300,Село_адм_центр,Village,Village
423,Акжар,Akzhar,Тарбагатайский РУПС,Tarbagatay district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071501,Село_не_адм_центр,Village,Village
424,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080001,Город_уровня_2,Medium_city,Small_city
425,Актас,Aktas,Саранский ГУПС,Saransky region,Карагандинская область,Karagandy,Казахстан (KZ),101203,Село_не_адм_центр,Village,Village
426,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080009,Город_уровня_2,Medium_city,Small_city
427,Караганда,Karaganda,Карагандинский ОФ,Karagandy region,Карагандинская область,Karagandy,Казахстан (KZ),100010,Город_уровня_2,Medium_city,Small_city
428,Актюбинск,Aktyubinsk,Актюбинский ОФ,Aktobe region,Актюбинская область,Aktobe,Казахстан (KZ),030018,Город_уровня_2,Medium_city,Small_city
429,Караганда,Karaganda,Карагандинский ОФ,Karagandy region,Карагандинская область,Karagandy,Казахстан (KZ),100001,Город_уровня_2,Medium_city,Small_city
430,Жопек батыр,Zhopek Batyr,Илийский РУПС,Ile district,Алматинская область,Almaty region,Казахстан (KZ),040717,Село_не_адм_центр,Village,Village
431,Сайхан,Saikhan,Бокей-ординский РУПС,Bokey Orda district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090200,Село_адм_центр,Village,Village
432,Турген,Turgen,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040460,Село_не_адм_центр,Village,Village
433,Первомаевка,Pervomaevka,Толебийский РУПС,Tole Bi district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161111,Село_не_адм_центр,Village,Village
434,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050061,Город_значения_РК,Big_city,Big_city
435,Успенка,Uspenka,Успенский РУПС,Uspen district,Павлодарская область,Pavlodar,Казахстан (KZ),141000,Село_адм_центр,Village,Village
436,Казцик,Kaztsik,Илийский РУПС,Ile district,Алматинская область,Almaty region,Казахстан (KZ),040718,Село_не_адм_центр,Village,Village
437,Актогай,Aktogai,Аягозский РУПС,Ayagoz district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070205,Село_не_адм_центр,Village,Village
438,Камысты,Kamysty,Камыстинский РУПС,Kamysty district,Костанайская область,Kostanay,Казахстан (KZ),110800,Село_адм_центр,Village,Village
439,Коксейек,Kokseyek,Толебийский РУПС,Tole Bi district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161109,Село_не_адм_центр,Village,Village
440,Атырау,Atyrau,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060005,Город_уровня_2,Medium_city,Small_city
441,Павлодарское,Pavlodarskoe,Павлодарский ОФ,Pavlodarsky region,Павлодарская область,Pavlodar,Казахстан (KZ),140017,Город_уровня_2,Medium_city,Small_city
442,Караганда,Karaganda,Карагандинский ОФ,Karagandy region,Карагандинская область,Karagandy,Казахстан (KZ),100020,Город_уровня_2,Medium_city,Small_city
443,Дербисек,Derbisek,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160912,Село_не_адм_центр,Village,Village
444,Нарынкол,Narynkol,Райымбекский РУПС,Raiymbek district,Алматинская область,Almaty region,Казахстан (KZ),041419,Село_не_адм_центр,Village,Village
445,Ойтал,Oytal,Меркенский РУПС,Merke district,Жамбылская область,Zhambyl,Казахстан (KZ),080513,Село_не_адм_центр,Village,Village
446,Катон Карагай,Katon Karagai,Катон-Карагайский РУПС,Katon-Karagay district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070908,Село_не_адм_центр,Village,Village
447,Жанабазар,Zhanabazar,Казыгуртский РУПС,Kazygurt district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160304,Село_не_адм_центр,Village,Village
448,Акку,Akku,Лебяжинский РУПС,Lebyazhy district,Павлодарская область,Pavlodar,Казахстан (KZ),140700,Село_адм_центр,Village,Village
449,Абай,Abai,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040905,Село_не_адм_центр,Village,Village
450,Еркинкала,Erkinkala,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060019,Село_не_адм_центр,Village,Village
451,Сузак,Suzak,Сузакский РУПС,Sozak district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161007,Село_не_адм_центр,Village,Village
452,Тобол,Tobol,Тарановский РУПС,Taran district,Костанайская область,Kostanay,Казахстан (KZ),111715,Село_не_адм_центр,Village,Village
453,Бактыбай,Baktybai,Ескельдинский РУПС,Eskeldi district,Алматинская область,Almaty region,Казахстан (KZ),040507,Село_не_адм_центр,Village,Village
454,Дамба,Damba,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060017,Село_не_адм_центр,Village,Village
455,Бурыл,Buryl,Байзакский РУПС,Bayzak district,Жамбылская область,Zhambyl,Казахстан (KZ),080105,Село_не_адм_центр,Village,Village
456,Алмалыбак,Almalybak,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040909,Село_не_адм_центр,Village,Village
457,Коктал,Koktal,Панфиловский РУПС,Panfilov district,Алматинская область,Almaty region,Казахстан (KZ),041316,Село_не_адм_центр,Village,Village
458,Федоровка,Fedorovka,Теректинский РУПС,Terekti district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),091100,Село_адм_центр,Village,Village
459,Каратобе,Karatobe,Каратобинский РУПС,Karatobe district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090800,Село_адм_центр,Village,Village
460,Таскала,Taskala,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060023,Село_не_адм_центр,Village,Village
461,Туймекент,Tuymekent,Байзакский РУПС,Bayzak district,Жамбылская область,Zhambyl,Казахстан (KZ),080117,Село_не_адм_центр,Village,Village
462,Жалгызтобе,Zhalgyztobe,Жарминский РУПС,Zharma district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070607,Село_не_адм_центр,Village,Village
463,Омирзак,Omirzak,Мангистауский ОФ,Mangystau region,Мангистауская область,Mangystau region,Казахстан (KZ),130007,Село_не_адм_центр,Village,Village
464,Карасу,Karasu,Карасуский РУПС,Karasu district,Костанайская область,Kostanay,Казахстан (KZ),111000,Село_адм_центр,Village,Village
465,Дарьинское,Darinskoe,Зеленовский РУПС,Zelenov district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090602,Село_не_адм_центр,Village,Village
466,Тайпак,Taipak,Акжаикский РУПС,Akzhaik district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090119,Село_не_адм_центр,Village,Village
467,Колкент,Kolkent,Сайрамский РУПС,Sayram district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160808,Село_не_адм_центр,Village,Village
468,Тортколь,Tortkol,Ордабасинский РУПС,Ordabasy district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160612,Село_не_адм_центр,Village,Village
469,Комешбулак,Komeshbulak,Сайрамский РУПС,Sayram district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160807,Село_не_адм_центр,Village,Village
470,Аралсульфат,Aralsulfat,Аральский РУПС,Aral district,Кызылординская область,Kyzylorda,Казахстан (KZ),120108,Село_не_адм_центр,Village,Village
471,Кызыл Кайрат,Kyzyl Kairat,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041619,Село_не_адм_центр,Village,Village
472,Казыгурт,Kazygurt,Казыгуртский РУПС,Kazygurt district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160301,Село_адм_центр,Village,Village
473,Актюбинск,Aktyubinsk,Актюбинский ОФ,Aktobe region,Актюбинская область,Aktobe,Казахстан (KZ),030017,Город_уровня_2,Medium_city,Small_city
474,Бирлик,Birlik,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060015,Село_не_адм_центр,Village,Village
475,Казахстан,Kazakhstan,Шардаринский РУПС,Shardara district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161408,Село_не_адм_центр,Village,Village
476,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050050,Город_значения_РК,Big_city,Big_city
477,Чапаев,Chapaev,Илийский РУПС,Ile district,Алматинская область,Almaty region,Казахстан (KZ),040726,Село_не_адм_центр,Village,Village
478,Таукент,Taukent,Сузакский РУПС,Sozak district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161003,Село_не_адм_центр,Village,Village
479,Саудакент,Saudakent,Сарысуский РУПС,Sarysu district,Жамбылская область,Zhambyl,Казахстан (KZ),080711,Село_не_адм_центр,Village,Village
480,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050060,Город_значения_РК,Big_city,Big_city
481,Актогайский район,Aktogaisky raion,Актогай КОПС,Aktogay district,Карагандинская область,Karagandy,Казахстан (KZ),100200,Село_адм_центр,Village,Village
482,Ынтымак,Yntymak,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160923,Село_не_адм_центр,Village,Village
483,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050062,Город_значения_РК,Big_city,Big_city
484,Акжал,Akzhal,Агадырь,Agadyr,Карагандинская область,Karagandy,Казахстан (KZ),101713,Село_не_адм_центр,Village,Village
485,Жалпактобе,Zhalpaktobe,Жамбылский РУПС,Zhambyl district,Жамбылская область,Zhambyl,Казахстан (KZ),080209,Село_не_адм_центр,Village,Village
486,имени Панфилова,Imeni Panfilova,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041615,Село_не_адм_центр,Village,Village
487,Актау,Aktau,Темиртауский ГУПС,Temirtausky region,Карагандинская область,Karagandy,Казахстан (KZ),101408,Село_не_адм_центр,Village,Village
488,Кызылкия,Kyzylkiya,Казыгуртский РУПС,Kazygurt district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160311,Село_не_адм_центр,Village,Village
489,Староикан,Staroikan,Туркестанский РУПС,Turkestan district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161217,Село_не_адм_центр,Village,Village
490,Береке,Bereke,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040912,Село_не_адм_центр,Village,Village
491,Акжар,Akzhar,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040906,Село_не_адм_центр,Village,Village
492,Маловодное,Malovodnoe,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040444,Село_не_адм_центр,Village,Village
493,Достык,Dostyk,Алакольский район,Alakol district,Алматинская область,Almaty region,Казахстан (KZ),040212,Село_не_адм_центр,Village,Village
494,Бестюбе,Bestyube,Степногорский РУПС,Stepnogorsk district,Акмолинская область,Akmola,Казахстан (KZ),021503,Село_не_адм_центр,Village,Village
495,Коксай,Koksai,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040921,Село_не_адм_центр,Village,Village
496,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050063,Город_значения_РК,Big_city,Big_city
497,Сарышаган,Saryshagan,Балхашский ГУПС,Balkhashsky region,Карагандинская область,Karagandy,Казахстан (KZ),100314,Село_не_адм_центр,Village,Village
498,Байзак,Baizak,Байзакский РУПС,Bayzak district,Жамбылская область,Zhambyl,Казахстан (KZ),080104,Село_не_адм_центр,Village,Village
499,Мичуринское,Michurinskoe,Зеленовский РУПС,Zelenov district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090608,Село_не_адм_центр,Village,Village
500,Шарапхана,Sharapkhana,Казыгуртский РУПС,Kazygurt district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160317,Село_не_адм_центр,Village,Village
501,Шубарши,Shubarshi,Темирский РУПС,Temir district,Актюбинская область,Aktobe,Казахстан (KZ),030811,Село_не_адм_центр,Village,Village
502,Шахан,Shakhan,Шахтинский ГУПС,Shakhtinsky region,Карагандинская область,Karagandy,Казахстан (KZ),101606,Село_не_адм_центр,Village,Village
503,Акжаик,Akzhaik,Теректинский РУПС,Terekti district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),091101,Село_не_адм_центр,Village,Village
504,Конырат,Konyrat,Балхашский ГУПС,Balkhashsky region,Карагандинская область,Karagandy,Казахстан (KZ),100305,Село_не_адм_центр,Village,Village
505,Усть Таловка,Ust Talovka,Шемонаихинский РУПС,Shemonaikha district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071813,Село_не_адм_центр,Village,Village
506,Сарыагаш,Saryagash,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160903,Город_уровня_4,Small_city,Small_city
507,Кабанбай,Kabanbai,Алакольский район,Alakol district,Алматинская область,Almaty region,Казахстан (KZ),040218,Село_не_адм_центр,Village,Village
508,Боранкул,Borankul,Бейнеуский РУПС,Beyneu district,Мангистауская область,Mangystau region,Казахстан (KZ),130102,Село_не_адм_центр,Village,Village
509,Шайкорык,Shaikoryk,Жамбылский РУПС,Zhambyl district,Жамбылская область,Zhambyl,Казахстан (KZ),080218,Село_не_адм_центр,Village,Village
510,Белбулак,Belbulak,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041608,Село_не_адм_центр,Village,Village
511,Уштобе,Ushtobe,Бухар-Жырауский РУПС,Bukhar-Zhyrau district,Карагандинская область,Karagandy,Казахстан (KZ),100422,Село_не_адм_центр,Village,Village
512,Балкашино,Balkashino,Сандыктауский РУПС,Sandyktau district,Акмолинская область,Akmola,Казахстан (KZ),021400,Село_адм_центр,Village,Village
513,Айша биби,Aisha Bibi,Жамбылский РУПС,Zhambyl district,Жамбылская область,Zhambyl,Казахстан (KZ),080201,Село_не_адм_центр,Village,Village
514,Гвардейский,Gvardeysky,Кордайский РУПС,Korday district,Жамбылская область,Zhambyl,Казахстан (KZ),080409,Село_не_адм_центр,Village,Village
515,Степногорск,Stepnogorsk,Степногорский РУПС,Stepnogorsk district,Акмолинская область,Akmola,Казахстан (KZ),021501,Город_уровня_3,Small_city,Small_city
516,Каратон,Karaton,Жылыойский РУПС,Zhylyoi district,Атырауская область,Atyrau,Казахстан (KZ),060106,Село_не_адм_центр,Village,Village
517,Коксу,Koksu,Шардаринский РУПС,Shardara district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161409,Село_не_адм_центр,Village,Village
518,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080010,Город_уровня_2,Medium_city,Small_city
519,Улытауский,Ulytausky,Жезказганский ГУПС,Zhezkazgansky region,Карагандинская область,Karagandy,Казахстан (KZ),101500,Село_не_адм_центр,Village,Village
520,Акжар,Akzhar,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060012,Село_не_адм_центр,Village,Village
521,Ынтымак,Yntymak,Махтаральский РУПС,Maktaaral district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160523,Село_не_адм_центр,Village,Village
522,Октябрьский,Oktyabrsky,Лисаковский ГУПС,Lisakovsky region,Костанайская область,Kostanay,Казахстан (KZ),111203,Село_не_адм_центр,Village,Village
523,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050014,Город_значения_РК,Big_city,Big_city
524,Жаксы,Zhaksy,Жаксынский РУПС,Zhaksy district,Акмолинская область,Akmola,Казахстан (KZ),021000,Село_адм_центр,Village,Village
525,Новоалексеевка,Novoalekseevka,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040447,Село_не_адм_центр,Village,Village
526,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050031,Город_значения_РК,Big_city,Big_city
527,Ошакты,Oshakty,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160921,Село_не_адм_центр,Village,Village
528,Коктобе,Koktobe,Енбекшиказахский РУПС,Enbekshikazakh district,Алматинская область,Almaty region,Казахстан (KZ),040435,Село_не_адм_центр,Village,Village
529,Кызыласкер,Kyzylasker,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160918,Село_не_адм_центр,Village,Village
530,Жана Буктырма,Zhana Buktyrma,Зыряновский РУПС,Zyryanovsk district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070812,Село_не_адм_центр,Village,Village
531,Бестамак,Bestamak,Алгинский РУПС,Alga district,Актюбинская область,Aktobe,Казахстан (KZ),030202,Село_не_адм_центр,Village,Village
532,Алматы,Almaty,Алматинский почтамт,Almaty city,город Алматы,Almaty city,Казахстан (KZ),050036,Город_значения_РК,Big_city,Big_city
533,Атырау,Atyrau,Атырауский ОФ,Atyrau region,Атырауская область,Atyrau,Казахстан (KZ),060007,Город_уровня_2,Medium_city,Small_city
534,Сарымолдаев,Sarymoldaev,Меркенский РУПС,Merke district,Жамбылская область,Zhambyl,Казахстан (KZ),080515,Село_не_адм_центр,Village,Village
535,Карамурт,Karamurt,Сайрамский РУПС,Sayram district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160805,Село_не_адм_центр,Village,Village
536,Карагайлы,Karagaily,Каркаралинский РУПС,Karkaraly district,Карагандинская область,Karagandy,Казахстан (KZ),100814,Село_не_адм_центр,Village,Village
537,Шенгелды,Shengeldy,Капчагайский РУПС,Kapchagay district,Алматинская область,Almaty region,Казахстан (KZ),040809,Село_не_адм_центр,Village,Village
538,Кызылтал,Kyzyltal,Бурлинский РУПС,Borili district,Западно-Казахстанская область,West Kazakhstan,Казахстан (KZ),090313,Село_не_адм_центр,Village,Village
539,Рабат,Rabat,Казыгуртский РУПС,Kazygurt district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160312,Село_не_адм_центр,Village,Village
540,Заводской,Zavodskoy,Степногорский РУПС,Stepnogorsk district,Акмолинская область,Akmola,Казахстан (KZ),021504,Село_не_адм_центр,Village,Village
541,Чернак,Chernak,Туркестанский РУПС,Turkestan district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161221,Село_не_адм_центр,Village,Village
542,Аксу,Aksu,Степногорский РУПС,Stepnogorsk district,Акмолинская область,Akmola,Казахстан (KZ),021502,Село_не_адм_центр,Village,Village
543,Дашино,Dashino,Курмангазинский РУПС,Kurmangazy district,Атырауская область,Atyrau,Казахстан (KZ),060404,Село_не_адм_центр,Village,Village
544,Сергиополь,Sergiopol,Аягозский РУПС,Ayagoz district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070208,Село_не_адм_центр,Village,Village
545,Гульдала,Guldala,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041611,Село_не_адм_центр,Village,Village
546,Междуреченск,Mezhdurechensk,Илийский РУПС,Ile district,Алматинская область,Almaty region,Казахстан (KZ),040723,Село_не_адм_центр,Village,Village
547,Жарык,Zharyk,Агадырь,Agadyr,Карагандинская область,Karagandy,Казахстан (KZ),101705,Село_не_адм_центр,Village,Village
548,Хлебодаровка,Khlebodarovka,Мартукский РУПС,Martuk district,Актюбинская область,Aktobe,Казахстан (KZ),030614,Село_не_адм_центр,Village,Village
549,Красноармейка,Krasnoarmeyka,Павлодарский РУПС,Pavlodar district,Павлодарская область,Pavlodar,Казахстан (KZ),140909,Село_не_адм_центр,Village,Village
550,Октябрьское,Oktyabrskoe,Карасуский РУПС,Karasu district,Костанайская область,Kostanay,Казахстан (KZ),111015,Село_не_адм_центр,Village,Village
551,Жамбыл,Zhambyl,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040914,Село_не_адм_центр,Village,Village
552,Кызылсай,Kyzylsai,Жанаозенский ГУПС,Zhanaozen district,Мангистауская область,Mangystau region,Казахстан (KZ),130204,Село_не_адм_центр,Village,Village
553,Тараз,Taraz,Жамбылский ОФ,Zhambyl region,Жамбылская область,Zhambyl,Казахстан (KZ),080006,Город_уровня_2,Medium_city,Small_city
554,Талдыбулак,Taldybulak,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041623,Село_не_адм_центр,Village,Village
